gene_sz_lastname;gene_sz_firstname;country;gene_i_birthdate;gene_i_size;gene_i_weight;charac_i_plain;charac_i_mountain;charac_i_downhilling;charac_i_cobble;charac_i_timetrial;charac_i_prologue;charac_i_sprint;charac_i_acceleration;charac_i_endurance;charac_i_resistance;charac_i_recuperation;charac_i_hill;charac_i_baroudeur
Ludvigsson;Tobias;Sweden;19910222;194;76;74;71;68;67;75;73;66;70;69;75;74;72;72
Sinkeldam;Ramon;Netherlands;19890209;193;77;75;62;72;73;60;60;75;73;73;75;68;66;69
Durbridge;Luke;Australia;19910409;187;78;78;68;72;75;76;75;66;68;74;77;70;71;74
Hepburn;Michael;Australia;19910817;186;77;73;63;68;65;74;75;65;67;67;72;74;66;68
Teklehaimanot;Daniel;Eritrea;19881110;188;70;70;71;66;60;66;65;66;72;68;71;67;72;79
De Jonghe;Kevin;Belgium;19911204;176;69;64;60;61;60;65;65;60;60;60;62;60;60;69
Declercq;Tim;Belgium;19890321;190;78;80;66;73;73;67;66;64;61;73;77;68;68;75
Lietaer;Eliot;Belgium;19900815;188;70;71;73;67;67;68;67;68;68;71;72;70;73;72
Van Asbroeck;Tom;Belgium;19900419;182;69;75;61;72;77;65;68;75;74;77;75;69;70;70
Van Hoecke;Gijs;Belgium;19911112;186;78;74;65;68;74;71;73;71;72;74;73;66;69;73
Canola;Marco;Italy;19881226;180;66;74;69;74;67;64;65;72;75;73;74;70;74;74
Andriato;Rafael;Brazil;19871020;177;69;70;61;68;60;60;65;71;71;68;69;66;67;66
Christian;Mark;United Kingdom;19901120;185;72;70;70;72;63;65;70;65;71;67;71;68;71;72
Law;Scott;Australia;19910309;185;75;67;60;65;60;60;65;67;67;64;64;61;62;60
Ershov;Arthur;Russia;19900307;185;71;67;60;64;61;68;68;69;67;64;66;68;65;65
Gruzdev;Dmitriy;Kazakhstan;19860313;182;72;74;63;66;68;73;72;62;64;67;74;71;69;73
Simón;Jordi;Spain;19900906;177;64;66;69;66;60;60;61;64;66;65;65;69;69;62
Fortin;Filippo;Italy;19890201;183;78;70;60;69;60;60;67;73;73;65;70;64;64;63
Laengen;Vegard Stake;Norway;19890207;195;79;75;72;71;67;74;72;62;65;71;76;70;71;70
Rosskopf;Joey;United States;19890904;186;74;72;72;66;63;74;74;64;69;67;73;73;71;69
Manakov;Victor;Russia;19920609;180;77;68;60;66;60;68;67;66;65;63;64;67;66;67
Moyano;Enzo Josue;Argentina;19890215;176;62;66;69;67;60;64;64;64;67;65;65;66;69;72
Zanotti;Marco;Italy;19880910;0;0;68;63;69;60;61;61;69;70;67;69;70;68;62
Holub;Tomas;Czech Republic;19900925;0;0;62;60;61;60;60;60;60;60;60;60;60;60;61
Hunal;Martin;Czech Republic;19890908;179;64;66;60;69;60;60;60;65;70;63;62;66;65;71
Pellaud;Simon;Switzerland;19921106;179;70;71;71;72;65;65;66;68;71;70;73;71;74;79
Brandão;Jóni;Portugal;19891120;176;64;67;73;69;60;66;67;65;71;66;68;70;71;73
Verona;Carlos;Spain;19921104;186;68;71;76;74;63;68;68;65;69;71;74;76;75;76
Martinez;Yannick;France;19880504;176;69;69;61;74;71;61;64;70;71;66;66;67;68;71
Périchon;Pierre-Luc;France;19870104;182;69;74;72;69;68;69;68;71;72;73;74;75;74;80
Antunes;Amaro;Portugal;19901127;173;58;67;73;69;60;67;66;63;72;68;70;73;73;73
Pereira;Valter;Portugal;19900222;170;56;64;63;65;60;61;62;60;62;63;63;63;64;64
Alarcón;Raúl;Spain;19860325;189;72;69;72;71;63;66;64;65;70;68;70;71;72;75
Fonte;César;Portugal;19861210;170;60;68;67;70;60;62;63;68;71;68;68;67;71;70
Vilela;Ricardo;Portugal;19871218;170;59;69;69;70;60;67;67;63;69;69;70;70;72;65
Bugge;Vegard Robinson;Norway;19891207;0;0;68;60;66;62;60;60;62;65;61;60;64;65;62
Fløtten;Audun Brekke;Norway;19900820;0;0;64;64;65;60;60;60;60;60;60;60;60;67;64
Jensen;Christer;Norway;19900219;0;0;67;60;65;61;64;61;60;64;60;62;62;63;71
Silva;Bruno;Portugal;19880517;170;59;67;67;68;60;62;65;62;68;65;66;66;66;72
Mould;Jonathan;United Kingdom;19910404;0;0;68;61;69;60;63;64;69;71;68;67;64;67;64
Vanbilsen;Kenneth;Belgium;19900601;184;73;73;62;70;72;60;65;73;72;72;73;67;67;74
Arndt;Nikias;Germany;19911118;188;78;77;68;74;70;75;77;74;76;72;77;77;73;76
Gonçalves;Domingos;Portugal;19890213;185;70;70;66;70;60;69;70;68;70;70;71;68;69;72
Gonçalves;José;Portugal;19890213;185;70;69;70;67;62;71;72;67;70;67;71;72;72;73
Silva;Daniel;Portugal;19850608;182;59;68;70;70;60;64;66;64;69;67;70;70;71;68
Clancy;Edward;United Kingdom;19850312;185;78;67;61;66;61;63;69;64;68;64;67;63;65;62
Cuming;Michael;United Kingdom;19901218;184;66;68;64;69;62;65;65;64;65;66;66;65;68;71
English;Felix;Ireland;19921011;177;68;67;61;63;60;64;62;63;65;60;60;60;60;64
Richeze;Maximiliano;Argentina;19830307;177;68;78;67;74;65;62;64;78;75;70;77;77;71;67
Dominguez;Daniel;Spain;19850616;173;66;65;60;60;60;60;60;60;63;65;63;63;63;70
Mayer;Yannick;Germany;19910215;173;70;67;60;72;64;61;61;65;68;62;63;67;64;68
Mugerli;Matej;Slovenia;19810617;182;68;70;63;70;60;60;60;67;68;68;70;68;71;71
Luksevics;Viesturs;Latvia;19870416;0;0;67;66;67;61;60;62;66;68;65;66;66;67;67
Evrard;Laurent;Belgium;19900922;183;65;69;64;68;65;63;65;66;69;68;69;66;68;72
Dernies;Tom;Belgium;19901214;180;68;69;62;68;67;61;62;67;67;68;66;65;67;70
Hofer;Andreas;Austria;19910208;0;0;67;60;65;60;64;65;67;68;65;66;63;64;65
Imhof;Claudio;Switzerland;19900926;190;79;70;63;68;62;74;73;63;65;60;72;70;62;73
Konrad;Patrick;Austria;19911013;180;65;72;76;73;63;73;72;70;75;74;74;75;78;76
Aistrup;Nikola;Denmark;19870822;0;0;70;60;67;63;62;62;68;68;64;63;65;66;65
Høberg;Morten;Denmark;19880308;0;0;65;60;65;61;60;60;66;67;60;61;62;60;60
Mortensen;Mikkel;Denmark;19880808;0;0;67;60;66;60;60;60;60;60;60;61;61;60;60
Cort;Magnus;Denmark;19930116;183;68;76;72;72;74;73;75;75;78;75;76;75;76;78
Øllegaard;Morten;Denmark;19880206;0;0;66;60;65;64;60;62;68;68;65;63;62;66;60
Von Folsach;Casper;Denmark;19930330;0;0;73;60;65;60;64;68;69;69;70;72;64;67;64
Barguil;Warren;France;19911028;182;61;73;76;77;68;69;70;70;76;75;74;77;79;79
Ahlstrand;Jonas;Sweden;19900216;177;72;69;60;70;62;62;65;70;71;63;65;62;63;64
Mezgec;Luka;Slovenia;19880627;183;72;76;69;72;72;64;68;77;77;73;76;76;73;65
Warbasse;Larry;United States;19900628;183;67;72;74;66;63;71;70;62;69;72;74;73;73;71
Kreder;Wesley;Netherlands;19901104;183;70;73;61;73;71;64;66;71;69;70;71;66;67;69
Van Poppel;Danny;Netherlands;19930726;184;78;77;60;70;74;65;75;78;78;76;77;72;72;71
Wellens;Tim;Belgium;19910510;183;65;76;73;72;72;72;73;70;74;75;76;71;77;76
McCarthy;Jay;Australia;19920908;174;63;70;70;66;60;63;69;71;74;71;71;63;75;71
Edmondson;Joshua;United Kingdom;19920706;181;63;68;68;67;60;64;63;63;67;66;66;67;68;73
Dennis;Rohan;Australia;19900528;182;72;77;76;72;62;82;80;64;72;70;80;77;74;72
Morton;Lachlan;Australia;19920102;180;62;69;73;73;60;64;63;67;67;65;71;68;72;77
Jungels;Bob;Luxembourg;19920922;188;70;78;73;75;75;76;75;66;72;75;78;71;74;75
Kamyshev;Arman;Kazakhstan;19910314;182;67;68;65;72;60;63;64;67;72;65;68;65;67;71
Lutsenko;Alexey;Kazakhstan;19920907;174;74;77;77;81;73;75;76;71;77;73;79;73;77;80
Cattaneo;Mattia;Italy;19901025;184;67;73;76;70;66;77;75;64;70;73;75;76;75;77
Palini;Andrea;Italy;19890616;175;70;71;62;71;63;63;67;73;73;66;70;65;68;69
Wackermann;Luca;Italy;19920313;186;64;70;68;68;60;62;63;69;74;66;71;66;75;69
Vuillermoz;Alexis;France;19880601;174;60;67;74;72;63;64;65;65;75;73;72;72;76;75
Sepúlveda;Eduardo;Argentina;19910613;173;59;71;75;66;62;72;71;65;68;69;71;73;72;72
Joeäär;Gert;Estonia;19870709;191;84;70;60;66;66;69;69;65;67;66;70;66;64;70
Berhane;Natnael;Eritrea;19910105;182;66;69;72;69;62;65;64;67;67;67;65;69;71;73
Coquard;Bryan;France;19920425;171;59;74;65;75;69;65;75;78;80;73;75;75;73;65
Lang;Pirmin;Switzerland;19841125;183;72;69;63;70;63;60;60;65;65;66;69;65;67;69
Reichenbach;Sébastien;Switzerland;19890528;178;64;69;77;64;64;71;72;63;71;73;74;76;75;72
Meintjes;Louis;South Africa;19920221;173;61;69;78;67;60;69;68;61;69;71;72;77;74;73
Reguigui;Youcef;Algeria;19900109;172;69;71;65;70;60;62;64;74;74;69;71;69;70;73
Sbaragli;Kristian;Italy;19900508;175;70;73;67;71;65;60;65;72;75;76;73;71;76;71
Van Zyl;Johann;South Africa;19910202;190;72;71;67;68;66;68;69;66;70;66;70;64;67;73
Ávila;Edwin;Colombia;19891221;167;61;70;69;67;60;60;68;72;74;66;70;69;71;69
Quintero;Duber;Colombia;19900823;175;66;65;63;66;60;63;62;60;60;60;60;65;65;71
Valencia;Juan Pablo;Colombia;19880502;178;71;67;65;60;60;63;64;61;68;63;63;62;69;71
Steels;Stijn;Belgium;19890821;182;74;74;62;69;70;66;68;71;69;68;72;64;67;72
Rosa;Diego;Italy;19890327;178;65;70;74;76;60;68;70;66;76;76;75;72;77;74
Cerný;Josef;Czech Republic;19930511;188;77;76;70;73;66;75;74;69;72;71;76;76;71;74
Nowak;Mateusz;Poland;19920715;178;68;62;60;63;60;62;60;62;64;60;61;60;60;64
Chernetski;Sergey;Russia;19900409;176;63;71;72;67;60;69;68;69;72;72;71;69;74;74
Vorobyev;Anton;Russia;19901012;180;74;72;64;67;60;73;72;63;66;68;72;66;68;71
Zardini;Edoardo;Italy;19891102;173;62;68;71;71;60;65;62;63;70;70;68;66;72;75
Fernández;Rubén;Spain;19910301;177;60;72;74;70;60;68;69;64;74;67;73;67;76;75
Clancy;Stephen;Ireland;19920719;171;63;66;60;63;60;62;67;62;63;60;62;61;61;68
Henttala;Joonas;Finland;19910917;187;73;68;63;66;60;62;62;66;66;63;66;62;65;71
Lozano;David;Spain;19881221;178;63;69;70;63;60;63;63;66;70;67;69;66;70;73
Peron;Andrea;Italy;19881028;178;70;69;63;69;60;61;62;72;70;67;68;68;65;67
Williams;Christopher;Australia;19811110;181;73;61;62;64;60;60;60;60;60;60;60;62;61;61
Boev;Igor;Russia;19891122;186;74;72;62;70;64;65;61;68;70;69;72;65;69;73
Kochetkov;Pavel;Russia;19860307;184;70;70;71;68;64;64;63;67;68;68;71;72;72;71
Maikin;Roman;Russia;19900814;175;66;70;65;69;65;61;63;71;73;67;70;64;69;67
Tatarinov;Gennadiy;Russia;19910420;183;68;60;65;64;60;60;60;60;65;60;60;62;65;68
Zakarin;Ilnur;Russia;19890915;187;67;69;76;60;60;72;72;66;73;73;72;71;73;74
De Buyst;Jasper;Belgium;19931124;178;69;75;62;70;74;67;72;76;76;74;76;74;73;72
Lampaert;Yves;Belgium;19910410;180;75;80;63;68;80;78;79;73;74;79;80;73;73;76
Keough;Luke;United States;19910810;175;68;70;60;68;62;61;62;70;69;64;66;63;63;65
Summerhill;Daniel;United States;19890128;185;70;69;60;76;66;63;70;67;71;62;65;61;69;66
Averin;Maksym;Ukraine;19851128;0;0;66;60;69;60;60;60;70;71;63;61;65;63;60
Klimiankou;Konstantin;Belarus;19890803;0;0;69;66;69;60;63;62;63;68;66;68;65;68;71
Polivoda;Oleksandr;Ukraine;19870331;0;0;70;69;71;60;67;67;66;69;67;69;72;71;75
Großschartner;Felix;Austria;19931223;184;64;74;77;73;64;74;76;70;75;72;76;74;75;74
Lehner;Daniel;Austria;19940414;176;63;64;68;65;60;60;62;61;64;64;63;63;65;69
Paulus;Dennis;Austria;19940922;177;57;60;62;68;60;60;60;60;60;60;60;62;62;60
Pöstlberger;Lukas;Austria;19920110;182;70;77;67;68;74;72;74;64;70;69;77;72;73;78
Rabitsch;Stephan;Austria;19910628;179;69;70;69;73;60;65;68;67;73;67;72;69;72;75
Schönberger;Sebastian;Austria;19940514;182;64;71;72;67;60;61;62;70;73;75;74;69;73;75
Zoidl;Riccardo;Austria;19880408;177;63;70;74;69;61;71;71;66;69;69;72;72;70;75
Bernatonis;Marius;Lithuania;19870501;189;75;67;60;69;64;61;62;65;64;60;61;62;60;67
Janssens;Jimmy;Belgium;19890530;183;70;72;69;69;67;68;74;67;70;71;73;68;73;74
Stevens;Timothy;Belgium;19890326;186;75;68;60;67;65;63;63;67;69;65;68;61;67;68
Terpstra;Mike;Netherlands;19870424;188;63;67;66;66;61;60;60;60;64;64;63;66;70;67
Vingerling;Michael;Netherlands;19900628;184;74;67;60;64;63;62;63;68;68;61;63;60;65;65
Barros;Rui;Portugal;19930326;0;0;65;64;64;60;60;60;60;60;60;60;60;63;65
Carvalho;Gualter;Portugal;19930111;0;0;66;60;63;60;60;60;63;60;60;60;60;60;64
Fernandes;Luis;Portugal;19871202;173;63;66;69;67;60;63;62;65;66;64;64;65;69;67
Matias;Joao;Portugal;19910526;180;72;69;65;67;60;63;64;68;69;66;70;67;66;72
Prades;Eduard;Spain;19870809;178;63;73;70;71;68;65;67;72;75;72;73;70;75;73
Brylowski;Pawel;Poland;19890629;183;70;66;60;65;60;64;64;60;60;60;61;62;62;61
Cieslik;Pawel;Poland;19860412;176;65;69;73;67;60;65;65;67;69;67;69;69;71;73
Podlaski;Michal;Poland;19880513;178;68;68;65;68;60;63;63;66;68;66;68;66;68;73
Paillot;Yoann;France;19910528;187;72;72;65;67;64;74;74;63;68;69;73;65;68;71
Berry;Joshua;United States;19901201;187;75;62;60;65;60;62;60;60;64;61;60;62;64;64
O'Shea;Glenn;Australia;19890614;0;0;68;60;64;62;65;64;64;67;61;62;64;62;64
Archbold;Shane;New Zealand;19890202;182;79;75;62;67;68;62;69;74;74;68;75;65;68;65
Franssen;Wout;Belgium;19921209;182;74;65;60;65;63;60;60;68;69;61;61;60;61;71
Frend;Kieran;United Kingdom;19890322;0;0;61;60;61;60;60;60;60;60;60;60;60;60;60
Gate;Aaron;New Zealand;19901126;180;71;71;65;74;68;73;73;70;73;67;74;71;72;75
Derler;Tobias;Austria;19940121;0;0;60;60;64;60;60;60;64;66;60;60;60;60;61
Mühlberger;Gregor;Austria;19940404;180;64;74;76;68;70;71;71;69;70;72;75;76;74;74
Schultus;Patric;Austria;19940127;0;0;64;60;63;60;65;65;60;60;60;61;63;62;65
Jäger;Patrick;Austria;19940203;0;0;63;60;67;60;60;60;66;69;60;60;60;60;60
Davison;Luke;Australia;19900508;0;0;66;60;61;60;63;68;68;67;61;61;60;60;67
Hucker;Robbie;Australia;19900313;181;68;73;67;67;60;63;68;68;68;70;72;68;71;75
Kalojiros;Tomas;Czech Republic;19940803;175;65;66;64;66;60;60;62;66;66;65;65;61;67;68
Zechmeister;Thomas;Czech Republic;19930630;178;70;63;60;64;60;60;60;61;64;60;60;60;61;66
Würtz Schmidt;Mads;Denmark;19940331;176;62;75;70;70;73;74;75;72;73;72;76;71;72;73
Andersson;Mats;Sweden;19900110;0;0;64;60;63;60;60;61;60;60;60;60;62;63;66
Bigum;Simon;Denmark;19930410;0;0;62;60;66;60;60;60;60;60;60;60;61;62;64
Kerby;Jordan;Australia;19920815;179;71;67;60;65;60;70;68;61;64;62;63;61;65;69
Lovelock-Fay;Mitchell;Australia;19920112;179;70;64;64;67;60;65;65;60;60;61;63;62;64;64
Del Pino;Jesus;Spain;19900909;166;54;68;67;66;60;62;63;65;67;66;67;66;68;64
Hernandez;Dario;Spain;19900531;178;65;61;67;64;60;60;60;60;65;60;61;68;67;69
Riutort;Juan Carlos;Spain;19910827;172;65;65;60;65;60;64;64;67;69;61;61;63;65;67
Aristi;Mikel;Spain;19930528;180;72;70;64;64;71;60;60;73;74;69;70;67;71;66
Iturria;Mikel;Spain;19920316;185;69;68;73;65;64;62;63;62;65;67;67;69;71;76
Larrinaga;Jon;Spain;19901120;0;0;63;63;62;60;65;62;60;62;60;62;62;66;64
Buggle;Aaron;Ireland;19901016;0;0;63;60;63;60;63;62;60;60;61;61;67;61;63
Carthy;Hugh;United Kingdom;19940709;193;69;71;80;67;64;73;72;61;71;72;74;76;75;78
Laverack;Edward;United Kingdom;19940727;177;63;68;67;67;61;63;63;63;65;65;65;67;66;67
Porter;Elliott;United Kingdom;19911231;188;72;66;60;64;60;63;63;60;62;60;61;67;63;66
Stephenson;Will;United Kingdom;19941227;180;63;64;60;63;61;61;62;63;63;60;60;61;62;61
Herrmann;Jonathan;Germany;19941213;184;68;61;60;61;60;60;60;60;60;60;60;60;60;64
Koch;Jonas;Germany;19930625;187;75;75;66;66;71;68;69;74;75;71;74;69;72;73
Benoit;André;Germany;19890802;172;64;62;60;65;60;60;60;60;65;60;60;60;62;61
Loozen;Luc;Netherlands;19900908;176;65;65;61;64;62;60;60;63;61;60;60;61;65;63
Werst;Raymond;Netherlands;19870723;171;64;64;60;67;63;60;60;65;66;60;60;60;62;69
Frame;Alex;New Zealand;19930618;184;79;70;61;65;64;61;67;70;73;63;71;61;66;64
Holler;Nikodemus;Germany;19910504;174;58;73;67;70;61;61;64;68;72;68;73;71;70;76
Schachmann;Maximilian;Germany;19941203;183;70;76;75;71;72;76;77;73;74;76;77;73;81;79
Der;Zsolt;Hungary;19830325;0;0;67;61;63;60;65;66;68;68;65;66;63;64;63
Hollo;Botond;Hungary;19920417;0;0;64;60;62;60;62;62;62;63;60;62;60;62;64
Lovassy;Krisztian;Hungary;19880623;0;0;64;60;65;60;60;60;69;68;63;62;67;63;60
Radonics;Mate;Hungary;19930208;0;0;60;60;65;60;60;60;60;60;60;60;60;61;61
Simon;Peter;Hungary;19911014;0;0;65;63;63;60;64;62;60;64;61;60;62;63;68
Zamparella;Marco;Italy;19871001;0;0;69;63;67;60;60;60;69;66;65;65;69;69;73
Gorodnichev;Ilya;Russia;19870309;0;0;62;65;65;60;60;60;62;68;62;61;65;69;66
Paulinho;Pedro;Portugal;19900527;182;75;68;62;66;60;62;66;66;66;64;66;63;65;63
Reis;Rafael;Portugal;19920919;190;72;68;68;64;60;75;74;60;64;66;69;69;69;68
Squire;Robbie;United States;19900401;0;0;62;66;65;60;60;60;60;63;60;62;66;65;61
Ishibashi;Manabu;Japan;19921130;177;68;63;63;62;60;61;62;60;60;61;60;63;62;65
Tokuda;Tanzo;Japan;19920413;0;0;60;61;61;60;60;60;60;60;60;60;60;62;61
Maltar;Bruno;Croatia;19941006;184;76;66;61;65;60;64;64;60;65;61;60;62;65;64
Roglic;Primož;Slovenia;19891029;177;65;75;82;74;66;79;78;71;78;76;78;77;81;77
Durtschi;Maxwell;United States;19910526;188;70;62;61;61;60;61;61;60;60;60;60;62;62;60
Ezquerra;Jesús;Spain;19901130;185;69;71;67;69;60;64;67;71;73;69;71;66;73;68
Hirt;Jan;Czech Republic;19910121;181;62;69;78;67;60;66;66;65;69;71;75;78;74;75
Haugaard;Kristian;Denmark;19910227;180;66;68;62;66;61;65;68;68;69;65;68;61;67;68
Kirsch;Alex;Luxembourg;19920612;194;75;77;64;73;74;66;67;73;72;74;77;63;70;77
Klemme;Daniel;Germany;19911229;178;68;62;60;66;62;60;60;67;68;61;60;62;60;64
Thill;Tom;Luxembourg;19900331;189;75;66;60;67;61;67;66;65;64;64;65;63;64;72
Zangerle;Joël;Luxembourg;19881011;181;63;64;65;65;60;60;61;60;63;63;63;65;68;68
Feng;Chun Kai;Taiwan;19881102;170;68;67;60;66;62;65;65;66;66;64;66;63;65;70
Bouwman;Koen;Netherlands;19931202;178;60;73;77;71;64;74;74;70;76;68;74;75;74;76
Hoekstra;Jochem;Netherlands;19921021;191;71;71;60;67;65;70;70;60;62;62;64;64;66;67
Olsen;Martin;Norway;19920108;0;0;67;60;63;61;60;61;60;60;60;60;60;60;64
Wilson;Edvin;Sweden;19890425;0;0;68;60;68;63;62;62;66;66;62;60;62;63;66
Erland;Andreas;Norway;19920831;0;0;67;60;64;60;60;60;63;65;61;60;60;60;61
Hodnebrog;Jørgen Rydland;Norway;19900724;0;0;64;60;63;60;60;60;60;60;60;60;60;60;60
Johansson;Kristian Myrestøl;Norway;19941220;0;0;61;60;63;60;60;60;60;61;60;60;60;61;61
Schmidt;Petter;Norway;19941220;0;0;63;60;63;61;60;60;66;66;60;60;61;60;70
Rodrigues;João;Portugal;19941115;175;60;70;72;66;60;73;72;65;71;68;73;72;72;69
Cunha;Marco;Portugal;19870228;0;0;66;61;64;60;60;60;67;69;63;63;63;65;67
Afonso;Luis;Portugal;19900114;169;56;64;67;65;60;61;60;61;63;65;66;65;65;72
Carvalho;António;Portugal;19891025;176;62;69;69;67;60;71;69;69;70;65;71;70;71;71
Silva;Rafael;Portugal;19901114;178;65;68;66;71;60;62;64;68;71;65;69;65;68;65
Amado;Gonçalo;Portugal;19940209;0;0;63;66;69;62;60;60;60;62;61;63;65;64;66
Carneiro;Carlos;Portugal;19940105;0;0;62;60;62;60;60;60;60;61;60;60;61;60;67
Vale;Ricardo;Portugal;19920921;184;65;65;63;66;60;60;63;64;66;63;64;65;65;66
Lopez Garrido;Adrian;Spain;19900321;0;0;64;65;63;60;60;60;60;61;60;60;62;66;67
Alizadeh;Hossein;Iran;19880124;0;0;61;64;62;60;60;60;63;65;61;63;65;66;67
Mikailov;Anton;Israel;19860511;0;0;60;60;62;60;61;61;60;60;60;60;60;60;62
Räim;Mihkel;Estonia;19930703;176;69;74;60;68;70;62;67;74;73;72;74;70;65;71
Sevostianov;Sergey;Ukraine;19920211;0;0;60;60;61;60;60;60;60;60;60;60;60;60;63
Topchanyuk;Artem;Ukraine;19890127;183;65;64;62;65;60;60;60;64;65;63;62;64;64;64
Robeet;Ludovic;Belgium;19940522;194;75;74;60;68;74;60;66;67;68;71;74;63;66;75
Jansen;Amund Grøndahl;Norway;19940211;187;83;78;65;66;74;63;70;74;71;75;76;69;70;70
Cataford;Alexander;Canada;19930901;182;69;68;70;66;65;70;70;63;67;68;69;69;70;70
Chauner;Michael;United States;19860919;0;0;64;60;66;62;60;60;62;62;62;61;61;61;66
Farabaugh;Adam;United States;19890201;0;0;62;61;64;61;60;60;60;61;61;61;65;63;67
Gauthier;Simon-Pierre;Canada;19930225;0;0;61;60;63;60;60;60;60;62;60;60;60;60;65
Hughes;Zachary;Canada;19900418;0;0;60;60;61;60;60;60;60;62;60;60;61;60;63
Pelletier-Roy;Rémi;Canada;19900704;0;0;62;60;64;60;63;62;60;62;61;63;63;62;69
Woods;Michael;Canada;19861012;175;64;73;77;63;64;68;67;68;72;81;77;70;82;79
Haga;Chad;United States;19880826;191;72;71;71;67;63;76;75;62;65;64;73;77;70;69
Mohoric;Matej;Slovenia;19941019;185;72;79;72;83;77;72;74;74;75;80;81;73;78;82
Villella;Davide;Italy;19910627;182;66;69;73;71;65;66;69;68;74;74;73;69;76;75
Bettiol;Alberto;Italy;19931029;180;69;78;74;74;76;75;76;71;76;80;80;74;76;79
Formolo;Davide;Italy;19921025;181;62;75;77;72;67;72;72;68;76;79;78;70;79;79
Alaphilippe;Julian;France;19920611;173;62;75;75;81;76;75;75;73;81;76;77;74;82;82
Yates;Adam;United Kingdom;19920807;173;58;71;80;73;64;73;74;66;77;74;73;72;78;78
Yates;Simon;United Kingdom;19920807;172;58;71;81;74;64;73;75;67;76;73;74;73;78;80
Le Gac;Olivier;France;19930827;180;70;74;69;68;74;62;62;69;71;74;73;71;72;74
Zabel;Rick;Germany;19931207;184;72;75;60;75;68;64;65;75;75;70;73;72;69;65
Polanc;Jan;Slovenia;19920506;172;62;72;75;70;68;73;72;70;74;74;75;74;76;78
Parra;Heiner Rodrigo;Colombia;19911009;160;51;63;70;66;60;63;65;62;70;61;63;66;70;72
Jauregui;Quentin;France;19940422;176;60;72;69;66;64;61;61;69;71;71;71;69;72;74
Barbier;Rudy;France;19921218;179;74;73;62;64;68;62;63;76;77;71;74;65;69;66
Dupont;Timothy;Belgium;19871101;179;72;75;62;68;70;61;65;77;75;75;75;74;70;64
Henao;Sebastián;Colombia;19930805;171;57;68;74;70;62;68;68;63;72;72;72;73;73;70
Hansen;Lasse Norman;Denmark;19920211;180;75;75;64;68;68;72;73;72;73;70;76;68;71;75
Van Baarle;Dylan;Netherlands;19920521;187;78;79;73;71;81;75;76;71;73;79;79;77;73;77
Quintana;Dayer;Colombia;19920810;167;58;65;73;65;61;61;61;64;70;68;67;69;71;73
Howson;Damien;Australia;19920813;188;68;73;75;68;64;75;74;68;68;68;76;73;73;72
Ewan;Caleb;Australia;19940711;165;67;76;61;75;64;68;71;82;83;76;74;75;71;67
Stuyven;Jasper;Belgium;19920417;186;78;80;68;70;79;69;71;76;76;79;80;74;73;81
Gougeard;Alexis;France;19930305;176;70;75;68;66;70;72;74;66;67;72;76;70;72;80
Dillier;Silvan;Switzerland;19900803;183;75;76;70;68;75;73;74;72;71;75;75;75;73;76
Earle;Nathan;Australia;19880604;180;70;69;72;67;64;65;66;67;72;70;72;71;73;76
Bonifazio;Niccolò;Italy;19931029;176;72;73;62;79;67;62;66;77;79;75;73;76;70;76
Conti;Valerio;Italy;19930330;172;61;70;76;71;61;69;70;68;73;70;72;68;75;76
Duchesne;Antoine;Canada;19910912;190;75;72;68;74;70;60;61;61;64;69;73;68;69;77
Godoy;Yonder;Venezuela;19930419;167;64;65;63;65;60;60;62;62;64;63;63;63;64;65
Laporte;Christophe;France;19921211;189;76;80;64;70;79;71;78;78;77;78;78;77;75;73
Sénéchal;Florian;France;19930710;179;77;80;61;70;79;71;74;76;76;80;79;68;72;75
Venturini;Clément;France;19931016;165;60;73;68;73;72;67;68;74;77;73;74;74;75;72
Verhelst;Louis;Belgium;19900828;182;71;69;61;69;63;60;64;69;70;66;69;65;65;66
Grijalba;Fernando;Spain;19910114;176;61;65;63;69;60;61;64;65;64;62;62;60;66;74
Domene;Ramon;Spain;19900102;0;0;60;64;67;60;60;60;60;60;60;60;60;63;61
Loh;Sea Keong;Malaysia;19861102;176;68;68;61;67;61;61;61;62;65;65;66;64;65;74
Al Murawwi;Mohammed Hasan;United Arab Emirates;19880913;174;70;67;60;71;60;60;60;70;69;60;60;60;60;60
Ibrahim;Khalid;United Arab Emirates;19951112;170;64;61;60;70;60;60;60;60;60;60;60;60;60;71
Albalooshi;Nawaf;United Arab Emirates;19930525;0;0;60;60;62;60;60;62;60;60;60;60;60;60;60
Haddi;Soufiane;Morocco;19910202;170;63;67;62;65;60;60;60;65;68;60;60;60;63;62
Hasnaoui;Maher;Tunisia;19890922;190;80;64;60;70;60;60;60;60;60;60;60;60;60;60
Al Rum;Marwan;United Arab Emirates;19901015;0;0;60;62;64;60;60;60;60;60;60;60;60;60;69
Jelloul;Adil;Morocco;19820714;165;58;66;63;69;60;60;60;67;70;62;63;60;67;71
Alsabbagh;Shail;United Arab Emirates;19951211;0;0;60;60;68;63;60;60;60;60;60;60;60;60;72
Obaid;Murad Tarek;United Arab Emirates;19840401;180;82;60;60;69;60;62;60;61;60;60;60;60;60;60
Atalay;Muhammet;Turkey;19890515;0;0;66;62;66;60;63;63;62;65;65;64;64;65;69
Bakirci;Nazym;Turkey;19860529;172;64;65;65;69;60;60;63;60;60;60;60;60;67;60
